type,alcool,sulphites,pH,densite,chlorure,sucre_residuel,acide_citrique,acidite_volatile,acidite_non_volatile,dioxyde_souffre_total,dioxyde_souffre_libre,qualite
NA,10.4,0.37,3.33,0.99396,0.069,1.6,0,0.61,6.6,8,4,4
blanc,8.8,0.44,3.03,NA,0.05,13.6,0.74,0.26,7.2,162,56,5
NA,9.8,0.51,3.1,0.9963,0.032,11.6,0.4,0.37,7.2,214,34,6
rouge,12.5,0.7,3.35,0.9948,0.052,1.9,0.45,0.43,8.9,16,6,6
blanc,9.1,0.53,3.39,NA,0.07,19.35,0.41,0.36,6.1,207,67,5
blanc,11.1,0.42,3.06,0.99106,0.03,2.3,0.26,0.32,6.9,103,11,6
NA,10.8,0.49,3.35,0.99655,0.117,5.5,0.09,0.725,6.6,17,9,6
NA,9.1,0.35,3.42,NA,0.056,13.1,0.36,0.18,7.4,163,72,6
blanc,9.4,0.39,3.35,0.994,0.042,4.2,0.22,0.18,5.7,111,25,5
NA,NA,0.42,3.32,0.9956,0.058,12.7,0.22,0.13,5.8,183,24,6
blanc,NA,0.36,3.24,0.98949,0.035,1.5,0.34,0.21,6.7,123,45,7
NA,9.4,0.36,3.21,0.99512,0.044,7.9,0.16,0.29,5.7,197,48,5
NA,9.55,0.65,3.31,0.99745,0.09,NA,0.1,0.675,8.7,11,4,5
NA,NA,0.49,3.14,0.9948,0.038,5.5,0.3,0.25,6.4,129,15,6
NA,9.3,0.62,3.09,0.99944,0.052,16.9,0.47,0.2,7.5,188,51,5
NA,10.7,0.44,3.48,0.9917,0.049,1.5,0.16,0.33,5,97,10,6
NA,9,0.57,3.25,NA,0.074,2.2,0.66,0.58,11.6,47,10,3
NA,12.5,0.59,3.58,0.99292,0.068,2.3,0,0.49,6,33,15,6
NA,9,0.46,3.01,0.9939,0.04,2.8,0.17,0.3,6.2,125,24,5
NA,9.5,0.35,3.14,NA,0.038,7.2,0.23,0.25,6.7,220,61,5
NA,11.5,0.49,3.51,NA,0.028,4.9,0.45,0.32,5.5,191,25,7
NA,12.1,0.38,3,0.9901,0.028,1.6,0.34,0.28,7.8,118,32,7
NA,9.1,0.55,3.32,0.99336,0.053,1,0.2,0.34,6.6,112,26,5
NA,9.3,0.82,3.12,0.9986,0.071,3.6,0.44,0.26,11.4,19,6,6
NA,NA,0.33,3.35,0.9918,0.038,4.55,0.43,0.22,6.3,130,31,7
NA,8.8,0.43,3.23,NA,0.039,17.2,0.36,0.23,6.2,130,37,6
NA,11.8,0.36,2.94,0.993,0.026,8.1,0.3,0.55,9,71,14,5
NA,11,0.59,3.43,0.99374,0.051,NA,0.29,0.28,6.3,143,40,6
NA,NA,0.62,3.13,0.9943,0.046,4.4,0.45,0.18,7.2,166,57,6
NA,11,0.41,3.27,0.9927,0.035,5.7,0.3,0.35,6.3,97,8,7
rouge,9,0.58,3.37,0.99675,0.097,NA,0,0.63,7.2,38,14,6
NA,12.2,0.33,3.07,0.9893,0.031,NA,0.49,0.29,7.1,99,32,6
blanc,NA,0.72,3.13,0.99066,0.043,1.1,0.42,0.13,6.3,146,63,7
NA,10.4,0.46,3.13,0.99608,0.05,9.6,0.26,0.37,7.4,134,33,5
NA,10.3,1.2,3.3,0.9968,0.069,2.2,0.22,0.66,8.1,23,9,5
NA,12.2,0.39,3.29,0.9911,0.037,1.8,0.41,0.25,7.3,165,52,7
blanc,12,0.45,3.07,0.98978,0.041,1.2,0.32,0.26,7.3,94,29,6
NA,9.05,0.43,3.39,0.99585,0.082,1.9,0.2,0.48,6.9,23,9,4
NA,12.8,0.76,3.3,NA,0.067,2.8,0.32,0.33,8.2,12,4,7
NA,11.9,0.34,3.28,0.98924,0.044,NA,0.23,0.29,4.8,180,38,6
NA,9.2,0.48,3.15,0.99528,0.048,7.1,0.44,0.28,6.4,179,49,5
NA,9,0.61,3.39,0.99717,0.074,1.9,0.3,0.39,8,84,32,5
blanc,10,0.49,3.21,0.99754,0.05,NA,0.34,0.15,6.3,96,25,6
NA,8.8,0.37,3.3,1.0001,0.05,17.1,0.25,0.22,6.5,138,44,5
NA,NA,0.66,3.02,1.0005,0.057,15.2,0.47,0.24,8.5,234,40,5
NA,NA,0.67,3.36,0.9965,0.087,4,0.06,0.545,7.9,61,27,6
NA,9.5,0.45,3.19,0.9927,0.049,NA,0.47,0.3,6.1,187,50,5
NA,9.2,0.37,3.1,NA,0.156,1.7,0.56,0.28,6.4,106,49,6
NA,9.4,0.57,2.96,NA,0.108,10.4,0.28,0.34,7.2,187,43,5
NA,NA,0.42,2.97,0.9889,0.032,1.1,0.21,0.3,6.2,111,31,6
NA,10.7,0.67,3.36,0.9965,0.087,NA,0.06,0.545,7.9,61,27,6
NA,10.7,0.55,3.05,0.99581,0.042,NA,0.37,0.13,7,105,36,6
NA,9.8,0.45,3.24,0.99304,0.048,2.8,0.22,0.39,6.3,173,53,5
NA,10.5,0.53,3.31,NA,0.092,3.3,0.41,0.48,8.8,52,26,6
rouge,12.4,0.56,3.39,0.99344,0.039,1.8,0.49,0.22,7.1,18,8,6
NA,9.4,0.4,3.07,0.99628,0.05,10.1,0.52,0.36,6.6,140,29,5
NA,10.5,0.5,3.15,0.99772,0.087,2.5,0.47,0.4,9.4,20,6,5
NA,NA,0.7,3.19,0.9973,0.099,2,0.23,0.7,8.2,81,14,5
NA,13.1,0.37,3.31,0.9892,0.026,NA,0.32,0.29,6.2,138,39,7
NA,10.7,0.36,3.24,NA,0.057,1.5,0.26,0.32,5.9,141,17,5
NA,9.3,0.44,3.19,0.99922,0.074,NA,0.24,0.28,6.1,174,32,6
NA,11.6,0.46,3.33,0.9932,0.038,NA,0.29,0.24,6.7,127,54,7
NA,NA,0.44,3.38,0.9896,0.032,1,0.29,0.26,6,96,27,6
NA,NA,0.44,3.04,0.9981,0.037,12.5,0.74,0.27,7.2,156,47,5
NA,10.7,0.44,3.35,0.99202,0.043,3.9,0.27,0.28,5.6,158,52,7
NA,8.9,0.46,3.22,NA,0.044,16,0.2,0.22,5.7,113,41,6
NA,9.4,0.36,3.11,0.9937,0.172,NA,0.39,0.23,6.7,158,63,6
NA,9.8,0.38,3.19,NA,0.039,10.3,0.29,0.12,7,98,41,8
NA,NA,0.84,3.3,0.98975,0.028,1.6,0.33,0.155,5.2,59,13,8
NA,12,0.47,3.39,NA,0.021,3.2,0.37,0.21,6.15,80,20,5
NA,12.1,0.36,3.17,NA,0.04,3.5,0.29,0.22,5.7,146,27,6
NA,11.4,0.56,3.14,0.98988,0.04,NA,0.41,0.1,6.2,76,17,7
blanc,9.1,0.41,3.02,0.9942,0.2,NA,0.44,0.29,6.4,181,75,5
NA,9.7,0.6,3.48,0.99745,0.081,NA,0.02,0.61,7.1,87,17,6
NA,NA,0.67,3.3,0.9956,0.073,4.1,0.26,0.26,6.7,202,36,5
NA,10.7,0.46,3.68,0.99474,0.03,6,0.29,0.16,6.1,144,29,6
NA,12.2,0.42,3.26,NA,0.029,1.4,0.47,0.16,6.2,81,23,6
NA,10.2,0.46,3.15,NA,0.041,1.2,0.21,0.39,6.4,136,35,5
NA,10.4,0.47,3.26,0.99338,0.054,3,0.34,0.25,6.6,141,22,6
blanc,NA,0.47,3.29,0.9956,0.041,9.8,0.24,0.33,6.4,109,29,6
NA,11.8,0.71,3.14,NA,0.075,2.3,0.42,0.32,8.5,19,12,7
blanc,9,0.4,3.02,0.9932,0.051,1.1,0.42,0.45,6,197,61,5
NA,11.2,0.44,3.18,0.992,0.043,4.8,0.33,0.16,6.5,114,45,6
NA,11.6,0.43,3.38,NA,0.043,2.2,0.29,0.26,6.3,175,35,6
blanc,10.3,0.48,3.12,NA,0.054,5.3,0.3,0.28,7.4,161,44,6
NA,10.9,0.49,3.53,NA,0.081,1.7,0,1.33,8.2,12,3,5
NA,NA,0.56,3.04,0.9966,0.038,9.2,0.32,0.23,7.5,191,54,6
NA,9.2,0.29,3.27,0.99815,0.04,NA,0.28,0.34,7.7,117,31,6
NA,9.3,0.54,3,0.99794,0.041,NA,0.61,0.32,7.7,188,66,5
NA,10,0.37,3.16,NA,0.052,7.4,0.26,0.17,6.6,128,45,6
NA,12.3,0.5,3.1,NA,0.035,1.6,0.43,0.27,8.2,128,31,6
NA,12,0.54,3.12,0.9976,0.079,2.8,0.59,0.33,9.4,30,9,6
NA,12.8,0.42,3.29,NA,0.033,1.9,0.3,0.32,6,142,41,7
NA,9.6,0.47,3.06,0.9982,0.044,15.3,0.29,0.24,7.7,194,39,7
NA,9.2,1.18,3.12,NA,0.066,2.4,0.5,0.34,12.2,21,10,6
rouge,NA,0.54,3.33,0.99721,0.067,13.4,0.25,0.29,5.9,160,72,6
NA,9.9,0.44,3.15,0.9934,0.05,1.8,0.28,0.27,7.8,127,21,5
NA,11.6,0.52,3.49,0.99378,0.065,2.2,0,0.795,6.4,52,28,5
NA,10.3,1.36,3.18,NA,0.067,1.9,0.35,0.29,8.9,57,25,6
NA,12.2,0.3,2.99,0.99119,0.034,7.9,0.26,0.36,6.7,123,39,7
blanc,12.8,0.47,3.1,0.98868,0.035,NA,0.28,0.36,6.3,73,18,7
NA,NA,0.4,3.36,0.9898,0.034,1.1,0.32,0.27,6.1,110,24,6
blanc,9.7,0.43,3.37,0.9988,0.05,NA,0.41,0.24,7.3,178,41,5
blanc,NA,0.52,2.96,0.99163,0.039,5.6,0.32,0.25,6.6,68,15,6
NA,11.3,0.35,3.14,0.9955,0.033,13,0.49,0.43,7.8,158,37,6
NA,9.7,0.5,3.22,NA,0.054,14.8,0.38,0.22,8.3,126,32,5
NA,NA,0.55,3.1,0.99178,0.048,1.3,0.32,0.23,8.4,113,59,6
NA,12,0.34,3.16,0.9939,0.035,7.6,0.29,0.36,8.2,122,37,5
NA,10.6,0.59,3.57,0.99156,0.028,1,0.39,0.16,5.3,101,40,6
NA,NA,0.7,3.37,0.9949,0.072,1.9,0.37,0.26,8.1,159,48,6
NA,10.2,0.72,3.2,0.9968,0.071,NA,0.52,0.26,11.8,10,6,7
NA,10.3,0.46,3.6,0.996,0.049,2.4,0.36,0.18,7.6,123,38,5
blanc,NA,0.51,3.1,0.9956,0.056,7.8,0.43,0.27,6.2,244,48,6
NA,12.5,0.72,3.4,0.99358,0.07,NA,0.08,0.52,6.6,26,13,7
NA,9.7,0.37,3.25,0.9983,0.046,NA,0.29,0.29,8,113,26,6
NA,9.5,0.78,3.45,NA,0.078,2,0.24,0.55,7.5,28,10,6
NA,NA,0.58,3.34,0.9924,0.038,1.5,0.31,0.18,5.6,84,16,6
NA,NA,0.39,3.2,0.9941,0.033,1.5,0.36,0.16,8,122,14,4
NA,12.3,0.76,3.01,NA,0.047,4.2,0.44,0.34,7.2,144,51,6
blanc,NA,0.34,3.12,0.9941,0.04,5.2,0.49,0.26,8.2,100,19,6
NA,NA,1.04,3.32,0.9967,0.067,1.8,0.48,0.28,9.1,46,26,6
NA,11.5,0.6,3.66,0.99357,0.039,NA,0.66,1.01,5.8,88,15,6
NA,NA,0.53,3.29,0.99625,0.069,1.8,0.31,0.57,7.8,120,26,5
NA,9.5,0.6,3.18,0.998,0.222,NA,0.36,0.49,8.3,16,6,6
NA,NA,0.38,3.01,0.9918,0.026,4.1,0.29,0.485,8.6,101,19,5
NA,11.55,0.47,3.31,0.99069,0.052,NA,0.3,0.22,5.9,86,42,6
NA,NA,0.58,3.45,0.99562,0.064,2,0,0.58,7.4,11,7,6
blanc,11.1,0.41,3.41,0.9912,0.037,1.3,0.31,0.105,6.1,145,55,7
NA,9.8,0.46,3.22,0.99505,0.032,6.6,0.34,0.32,7.3,112,24,6
NA,12.1,0.79,3.15,0.99577,0.066,NA,0.38,0.52,10.7,56,29,7
blanc,NA,0.5,3.1,0.9986,0.045,14.5,0.31,0.19,7.4,193,39,6
blanc,10.5,0.42,3.1,0.9943,0.039,NA,0.38,0.18,6.9,110,20,5
rouge,NA,0.78,3.16,0.9968,0.072,2.9,0.63,0.49,10.2,26,10,7
blanc,11.2,0.49,3.15,0.99196,0.036,1.9,0.32,0.36,7.4,119,27,6
NA,NA,0.61,3.26,0.9982,0.087,2.7,0.34,0.52,8.8,122,24,5
NA,12.5,0.54,3.29,NA,0.026,1.6,0.32,0.23,6.8,147,43,6
blanc,9.1,0.36,3.42,0.9998,0.058,15.55,0.49,0.19,7.3,134,50,7
blanc,10.9,0.38,3.07,0.9926,0.035,1.7,0.31,0.29,7.4,110,23,5
NA,12.9,0.32,3.17,0.98896,0.044,NA,0.33,0.12,5.6,73,21,8
blanc,9.5,0.52,3.36,0.996,0.048,3.2,0.25,0.705,6.8,57,10,4
NA,9.6,0.7,3.34,0.998,0.09,2.8,0.2,0.37,8.5,58,18,6
blanc,10.7,0.36,3.2,0.99388,0.03,10.3,0.27,0.28,6.2,108,26,6
NA,NA,0.54,3.17,0.992,0.03,4.5,0.37,0.41,7.9,114,40,7
NA,9,0.52,3.03,NA,0.053,14.9,0.29,0.24,6.7,136,55,5
blanc,9.2,0.5,3.24,NA,0.04,8.1,0.55,0.24,6.3,216,67,5
NA,9.5,0.55,3.29,0.99803,0.089,2.9,0.1,0.65,8.3,40,17,5
blanc,9.9,0.63,3.15,0.99425,0.042,NA,0.19,0.33,6.2,143,22,5
NA,9.1,0.54,3.26,0.9986,0.055,NA,0.23,0.32,6.4,176,36,5
NA,9.5,0.53,3.34,0.9978,0.084,NA,0.04,0.62,7.7,45,25,5
NA,NA,0.33,3.12,0.99348,0.044,6.5,0.24,0.2,6.7,100,28,6
NA,11.4,0.41,3.24,NA,0.046,5.4,0.29,0.26,5.9,116,34,6
NA,10.8,0.51,3.12,0.99392,0.054,3.3,0.18,0.46,7.7,143,18,6
NA,NA,0.46,2.95,0.9962,0.081,10,0.58,0.21,6.3,126,34,5
NA,9.5,0.49,3.16,0.99558,0.044,8.5,0.18,0.23,6.6,188,59,5
NA,11,0.59,3.3,0.99142,0.044,1.5,0.21,0.25,5.7,108,21,6
blanc,10.2,0.59,3.09,NA,0.046,1.3,0.49,0.28,7.8,142,27,5
NA,12.3,0.31,3.08,0.9912,0.034,3.3,0.3,0.33,7.1,102,30,7
blanc,11.4,0.47,3.06,0.9957,0.051,NA,0.28,0.45,8,157,25,7
rouge,12.2,0.56,3.45,0.99191,0.063,NA,0,0.6,5.7,18,11,6
NA,NA,0.5,3.28,0.99243,0.039,2.9,0.23,0.17,5.5,108,10,5
NA,9.9,0.51,3.16,0.9962,0.051,12.4,0.28,0.35,6.5,213,86,6
blanc,9.4,0.54,3.1,0.99855,0.042,13.6,0.49,0.38,8.2,166,58,5
NA,10.4,0.4,3.15,0.993,0.032,1.6,0.36,0.26,7.6,106,6,4
NA,NA,0.73,2.99,0.99242,0.036,1.3,0.3,0.2,8.1,49,7,5
NA,9.8,0.59,3.16,0.99729,0.079,NA,0.39,0.37,9.8,65,28,5
NA,NA,0.41,3.15,0.9944,0.046,3.4,0.2,0.38,7.6,116,9,5
NA,10.9,0.35,3.22,0.994,0.055,NA,0.28,0.25,6.1,131,56,6
blanc,12.4,0.4,3.11,0.991,0.033,5,0.36,0.45,6.8,156,28,7
NA,10.6,0.52,3.06,NA,0.042,1.2,0.13,0.39,6,172,60,5
NA,11.2,0.42,3.17,0.992,0.037,1.3,0.32,0.24,7,123,39,8
NA,10.2,0.52,3.34,0.99521,0.036,10.7,0.33,0.32,6.1,98,27,6
blanc,10.7,0.44,3.12,NA,0.049,7.6,0.32,0.19,6.8,107,37,7
NA,NA,0.7,3.19,0.9926,0.037,1.2,0.29,0.24,7.3,97,37,6
blanc,10.8,0.37,3.22,0.99476,0.05,NA,0.27,0.24,6.1,133,51,6
NA,10.8,0.66,3.29,0.9951,0.071,1.7,0.07,0.53,7.1,24,15,6
NA,9.8,0.56,3.29,0.99616,0.083,NA,0.26,0.6,7.4,91,17,6
NA,8.5,0.5,3.37,0.9971,0.059,9.1,0.35,0.43,6.1,249,83,5
NA,10.1,0.44,3.26,NA,0.05,6.9,0.4,0.28,8.1,97,30,6
blanc,9.7,0.45,3.1,0.99212,0.127,1,0.5,0.36,5.8,178,63,5
NA,9.5,0.45,3.2,0.99558,0.093,NA,0,0.63,6.6,77.5,51,5
NA,10,0.47,3.39,0.9946,0.065,1.2,0,0.65,7.3,21,15,7
NA,9.9,0.7,3.47,0.9972,0.074,1.8,0,0.6,7.1,34,16,6
blanc,11.1,0.43,3.46,0.99125,0.038,NA,0.26,0.27,6,138,32,6
blanc,9.7,0.64,3.49,0.9958,0.039,7.2,0.24,0.26,6.3,172,38,6
NA,8.6,0.43,3.05,0.9942,0.039,3.1,0.3,0.28,6.3,115,24,5
NA,10.4,0.65,3.33,0.99836,0.083,2.4,0.12,0.8,9,28,8,6
NA,NA,0.8,3.18,0.99516,0.055,2.3,0.27,0.47,8.6,28,14,5
NA,8.9,0.46,3.22,0.99862,0.044,16,0.2,0.22,5.7,113,41,6
NA,10.1,0.76,3.36,0.9966,0.059,NA,0.46,0.31,8.7,25,11,6
NA,10.8,0.51,3.12,NA,0.054,3.3,0.18,0.46,7.7,143,18,6
blanc,12.1,0.71,3.19,NA,0.033,6,0.32,0.15,6.6,128,59,8
NA,11.1,0.48,3.43,0.99199,0.046,1.4,0.28,0.21,6.5,66,26,6
NA,11,0.3,2.97,0.99326,0.044,9.1,0.38,0.22,6.4,127,35,7
NA,9.4,0.77,3.25,0.99899,0.048,NA,0.37,0.22,7.3,203,70,5
NA,12.5,0.5,3.08,0.99118,0.029,6.1,0.43,0.53,7,76,6,8
NA,10.2,0.7,3.13,1.0006,0.122,2.7,0.5,0.46,11.4,17,4,5
NA,12.5,0.37,2.96,0.99124,0.027,NA,0.44,0.34,7.9,126,47,6
blanc,12.3,0.38,3.04,NA,0.037,20.3,0.26,0.3,6.8,150,45,6
NA,10.1,0.36,3.12,0.996,0.029,9.1,0.45,0.42,7.5,125,20,6
NA,NA,0.39,3.08,0.993,0.055,1.3,0.39,0.15,8.3,146,32,6
NA,10.1,0.97,3.28,0.9996,0.104,4,0.51,0.18,11.5,23,4,6
NA,NA,0.43,3.08,0.99288,0.046,1.6,0.17,0.28,7.6,117,28,5
blanc,9.2,0.39,2.99,0.99317,0.06,1.1,0.41,0.2,6.9,104,36,5
NA,9.8,0.55,3.14,0.99558,0.04,7.5,0.28,0.34,8.1,230,70,6
NA,10.1,0.46,3.15,NA,0.059,2,0.49,0.28,9.1,112,10,5
rouge,NA,0.81,3.03,0.998,0.125,2.1,0.48,0.4,10.7,49,15,6
NA,9.5,0.4,3,0.99238,0.062,NA,0.57,0.25,6.4,122,21,5
NA,10.5,0.6,3.54,0.99384,0.042,NA,0.29,0.18,7.4,101,34,7
NA,10.7,0.4,3.13,0.99571,0.032,NA,0.23,0.24,8.8,97,12,6
NA,10,0.47,3.24,NA,0.041,10.9,0.27,0.32,6.6,146,37,5
NA,9.1,0.51,3.2,0.99675,0.034,8.9,0.22,0.56,6.6,133,27,5
NA,10.5,0.5,3.16,0.9918,0.036,1.2,0.39,0.19,7.2,85,32,5
NA,11,0.54,3.22,NA,0.041,4.8,0.32,0.32,6,186,40,6
NA,8.9,0.44,3.13,0.9978,0.036,10.6,0.62,0.32,7.7,153,56,6
NA,9.3,0.5,3.16,0.996,0.053,NA,0.37,0.4,6.9,148,36,5
NA,11,0.5,3.3,NA,0.034,1.6,0.29,0.21,7.3,118,29,8
NA,10.5,0.44,3.11,NA,0.038,10.9,0.27,0.2,6.6,130,29,7
NA,9.8,0.58,3.16,0.998,0.075,1.9,0.56,0.28,11.2,60,17,6
NA,NA,0.63,3.2,0.99886,0.053,14.1,0.41,0.4,7.4,194,37,6
NA,14.9,0.84,2.98,0.9976,0.096,NA,0.65,0.36,15.9,71,22,5
NA,10.7,0.63,3,NA,0.038,13.5,0.35,0.19,6.9,118,49,6
NA,9.1,0.47,3.16,0.99586,0.049,NA,0.42,0.25,6.2,206,53,6
NA,9.2,0.46,3.26,0.99668,0.107,3.8,0.26,0.87,7.8,67,31,5
NA,9.6,0.38,3.43,0.9965,0.049,7.5,0.29,0.25,7.3,158,38,5
blanc,10.8,0.54,3.24,NA,0.028,5,0.49,0.26,7.3,107,32,6
NA,11.6,0.38,3.13,0.9901,0.036,NA,0.42,0.3,6.2,128,28,6
NA,12.9,0.57,3.1,0.99386,0.034,NA,0.38,0.24,6.6,74,8,6
rouge,13.6,0.73,3.68,0.99157,0.044,NA,0,0.42,5.1,88,18,7
blanc,9.5,0.38,3.35,NA,0.047,12.4,0.19,0.25,5.9,162,50,5
NA,10.4,0.58,3.37,NA,0.024,1.5,0.25,0.22,5.8,109,21,6
NA,10.2,0.35,2.93,0.995,0.045,NA,0.38,0.245,9,159,52,6
NA,10.8,0.49,3.35,NA,0.117,5.5,0.09,0.725,6.6,17,9,6
NA,13,0.77,3.18,1.0018,0.12,4.8,0.79,0.53,13.5,77,23,5
blanc,NA,0.41,3.15,0.99416,0.051,5.1,0.26,0.33,6,119,16,5
blanc,11.2,0.47,3.23,0.9917,0.055,NA,0.49,0.16,7.4,150,18,6
blanc,NA,0.47,3.07,0.99059,0.039,1.4,0.45,0.3,6.9,122,36,7
NA,12.5,0.42,3.16,0.99042,0.03,4.7,0.27,0.28,6.1,140,56,8
NA,NA,0.48,3.28,0.99055,0.031,2,0.36,0.24,7.4,139,27,9
NA,NA,0.38,3.21,0.9928,0.051,3.8,0.38,0.25,8.1,129,18,6
blanc,9.2,0.5,3.1,0.9986,0.045,NA,0.31,0.19,7.4,193,39,6
NA,8.8,0.41,3.26,NA,0.038,16.3,0.36,0.23,6.5,133,43,5
NA,9.6,0.47,3.18,0.9949,0.045,7,0.16,0.32,6.2,136,30,6
blanc,9.2,0.39,3.05,0.9972,0.056,13.2,0.64,0.33,7.1,105,12,5
blanc,12.2,0.56,3.16,0.9918,0.046,NA,0.28,0.43,7.7,102,33,7
NA,12.5,0.77,3.31,0.99444,0.078,NA,0.39,0.31,8.3,43,17,7
NA,11.5,0.32,3.12,NA,0.043,8,0.38,0.22,7.9,152,46,7
NA,10,0.56,3.33,NA,0.076,1.7,0.04,0.53,7.8,31,17,6
blanc,12,0.66,3.08,NA,0.032,9.7,0.37,0.19,6,50,17,6
NA,9,0.46,3.09,0.9984,0.042,12.8,0.5,0.38,7.5,184,57,6
rouge,10.3,0.7,3.37,0.9967,0.092,NA,0.12,0.4,7.5,53,29,6
blanc,8.7,0.41,3.06,0.9984,0.073,15.4,0.29,0.23,6.8,173,56,6
blanc,9.4,0.44,3.17,0.99566,0.043,7.7,0.18,0.31,6.7,200,57,6
NA,14,0.74,3.71,NA,0.048,2.1,0,0.42,4.9,42,16,7
NA,9.2,0.36,3.06,NA,0.043,16.2,0.61,0.2,7.2,103,14,6
NA,11.2,0.58,3.3,0.9957,0.078,NA,0.33,0.41,7.6,23,6,5
NA,12.7,0.44,2.89,NA,0.049,0.9,0.37,0.18,8,109,36,6
NA,8.9,0.44,3.13,0.9978,0.036,NA,0.62,0.32,7.7,153,56,6
NA,10.1,0.52,3.11,0.99472,0.048,NA,0.33,0.23,6.7,176,45,6
NA,12.5,0.66,3.36,0.98972,0.029,NA,0.25,0.3,5.5,118,33,6
NA,10.4,0.52,3.5,0.99455,0.046,NA,0.44,0.3,6,182,15,5
NA,10.8,0.62,3.32,NA,0.039,1.4,0.34,0.15,7,177,21,5
NA,11.5,0.63,3.45,0.99508,0.054,2.3,0.03,0.74,6.9,16,7,6
NA,NA,0.48,3.3,0.99782,0.083,2.6,0.4,0.33,8.6,68,16,5
NA,10.8,0.39,2.99,0.9959,0.033,NA,0.27,0.58,8.4,116,37,6
NA,11.9,0.4,3.37,0.98994,0.026,1.55,0.27,0.315,5.8,70,15,8
blanc,10.1,0.5,3.1,0.99555,0.038,NA,0.3,0.25,7.7,196,67,5
NA,12,0.55,2.8,0.99026,0.034,0.9,0.38,0.12,8.1,86,36,6
blanc,11.9,0.81,3.19,0.9903,0.033,1.7,0.26,0.24,6.1,134,61,7
NA,11,0.52,2.96,0.99328,0.039,NA,0.21,0.31,8.7,67,28,4
NA,9.8,0.54,3.05,0.99208,0.024,1.2,0.32,0.31,6.9,166,20,6
NA,11.3,0.39,2.99,0.9908,0.035,1.3,0.42,0.29,7.6,86,18,5
NA,12.8,0.32,3,NA,0.03,4.1,0.29,0.42,8.2,100,31,7
NA,11.7,0.74,3.6,0.99598,0.1,NA,0.07,0.86,6.7,57,20,6
NA,9.8,0.54,3.3,0.99585,0.05,8.1,0.38,0.2,7,173,42,6
NA,10,0.46,3.38,0.99466,0.046,1.6,0.21,0.21,7.3,133,35,6
NA,11.3,0.38,3.22,0.99089,0.026,2.9,0.21,0.26,6.6,126,48,7
NA,10.2,0.42,3.32,0.9939,0.048,5.4,0.35,0.115,6.9,108,36,6
NA,NA,0.37,3.04,0.99444,0.037,9.6,0.27,0.2,7.1,105,19,7
blanc,11.2,0.59,3.32,0.9918,0.038,1.4,0.38,0.18,6.8,111,35,7
NA,NA,0.48,3.17,0.99019,0.05,1.4,0.35,0.22,6.6,83,23,7
NA,10,0.46,3.09,NA,0.048,11.8,0.49,0.2,8.1,212,46,7
NA,10.2,0.35,3.16,0.9932,0.041,4.7,0.3,0.2,6.9,148,40,6
NA,9.3,0.8,3.09,NA,0.088,2.3,0.41,0.37,11.3,16,6,5
NA,9.8,0.5,3.41,0.99278,0.036,3.6,0.31,0.2,5.3,91,22,6
NA,9.7,0.62,3.24,0.99975,0.09,3.4,0.26,0.61,9.3,87,25,5
NA,NA,0.34,3.06,0.9926,0.037,0.9,0.4,0.19,8.1,180,73,6
NA,9.4,0.53,3.16,0.99642,0.083,NA,0.29,0.82,7.8,64,21,5
NA,10.3,0.55,3.61,0.99307,0.046,1.3,0.22,0.16,6.3,66,18,6
NA,12.5,0.31,3.16,NA,0.043,4.2,0.29,0.26,6.9,114,33,6
NA,12.5,0.66,3.23,NA,0.122,2.9,0.64,0.36,10.2,41,10,6
NA,11.4,0.42,3.25,0.992,0.042,1.7,0.25,0.24,7,189,48,6
blanc,NA,0.54,3.31,0.992,0.045,1.5,0.3,0.24,6.1,61,22,5
NA,NA,0.41,3.14,0.9959,0.041,7.5,0.18,0.32,6.8,223,71,5
NA,11.2,0.43,3.25,0.9924,0.027,5,0.26,0.33,6.9,143,46,7
NA,NA,0.59,3.04,0.99138,0.035,2.6,0.27,0.23,7.3,120,39,7
NA,9.9,0.4,3.19,0.9956,0.058,NA,0.32,0.23,7.2,186,47,6
NA,11.4,0.54,3.05,0.99056,0.036,1.9,0.36,0.17,6.6,110,38,6
NA,8.8,0.36,3.25,NA,0.032,0.8,0,0.54,5.9,82,12,5
NA,NA,0.47,3.23,0.9917,0.055,1.2,0.49,0.16,7.4,150,18,6
NA,11,0.55,3.44,0.99115,0.031,1.5,0.3,0.2,5.8,57,21,6
blanc,9.3,0.6,3.12,0.99853,0.054,NA,0.22,0.23,6.3,151,42,6
NA,11.1,0.3,3.14,0.9941,0.049,7.7,0.49,0.23,7.5,209,61,7
NA,13.9,0.78,3.41,NA,0.03,2.4,0.22,0.34,5.9,135,19,7
blanc,NA,0.59,3.21,0.99175,0.034,4.5,0.27,0.4,7.7,95,27,8
NA,10.8,0.37,3.18,0.99492,0.042,11.8,0.28,0.19,6.6,137,54,6
blanc,9.6,0.44,2.83,NA,0.086,3.5,0.19,0.31,6.8,130,30,5
NA,NA,0.39,3.22,0.98949,0.041,1.5,0.32,0.23,6.6,72,8,6
NA,12.7,0.55,3.41,0.98916,0.029,1.6,0.32,0.37,5.9,102,41,7
rouge,9.7,0.57,3.23,0.99779,0.075,NA,0.25,0.58,9,104,9,5
NA,10.4,0.47,3.24,0.99204,0.05,2,0.3,0.22,6.3,120,23,6
NA,9.5,0.5,3.19,0.99593,0.107,1.8,0.15,0.755,7.1,84,20,5
